2026-07-28T07:46:35.132Z
kinetica,30.7042166695921,3.803GB / 50.51GB,7.53%,198B / 1.172kB,0B / 0B,849
2026-07-28T07:46:35.804Z
kinetica,30.696673853490857,3.804GB / 50.51GB,7.53%,198B / 1.172kB,0B / 0B,849
2026-07-28T07:46:36.538Z
kinetica,30.78452497457718,3.892GB / 50.51GB,7.70%,198B / 1.172kB,0B / 0B,849
2026-07-28T07:46:37.276Z
kinetica,31.074025637143134,4.048GB / 50.51GB,8.01%,198B / 1.172kB,0B / 0B,850
2026-07-28T07:46:38.018Z
kinetica,31.433652171465482,4.271GB / 50.51GB,8.45%,198B / 1.172kB,0B / 0B,851
2026-07-28T07:46:38.761Z
kinetica,31.761361375451614,4.257GB / 50.51GB,8.43%,198B / 1.172kB,0B / 0B,850
2026-07-28T07:46:39.518Z
kinetica,32.06824835029024,4.275GB / 50.51GB,8.46%,198B / 1.172kB,0B / 0B,850
2026-07-28T07:46:40.273Z
kinetica,32.37466735842102,4.297GB / 50.51GB,8.51%,198B / 1.172kB,0B / 0B,850
2026-07-28T07:46:41.010Z
kinetica,32.81124839073133,4.366GB / 50.51GB,8.64%,198B / 1.172kB,0B / 0B,851
2026-07-28T07:46:41.786Z
kinetica,33.128972737782256,4.296GB / 50.51GB,8.50%,198B / 1.172kB,0B / 0B,850
